R_code,Transportation expense,Office Distance,Age,Body mass index,Absnt_hr_estimate
28.0,179.0,51.0,38.0,31.0,8-24 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
26.0,260.0,50.0,36.0,23.0,8-24 hrs
23.0,179.0,26.0,30.0,19.0,8-24 hrs
23.0,330.0,16.0,28.0,25.0,8-24 hrs
7.0,289.0,36.0,33.0,30.0,8-24 hrs
7.0,369.0,17.0,31.0,25.0,8-24 hrs
22.0,189.0,29.0,33.0,25.0,8-24 hrs
19.0,260.0,50.0,36.0,23.0,8-24 hrs
19.0,155.0,12.0,34.0,25.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,246.0,25.0,41.0,23.0,8-24 hrs
19.0,118.0,13.0,50.0,31.0,8-24 hrs
1.0,155.0,12.0,34.0,25.0,8-24 hrs
11.0,225.0,26.0,28.0,24.0,8-24 hrs
11.0,157.0,27.0,29.0,22.0,8-24 hrs
14.0,279.0,5.0,39.0,24.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,118.0,13.0,50.0,31.0,8-24 hrs
13.0,235.0,11.0,37.0,29.0,8-24 hrs
13.0,235.0,20.0,43.0,38.0,8-24 hrs
13.0,179.0,26.0,30.0,19.0,8-24 hrs
13.0,155.0,12.0,34.0,25.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
26.0,260.0,50.0,36.0,23.0,8-24 hrs
23.0,179.0,26.0,30.0,19.0,8-24 hrs
23.0,330.0,16.0,28.0,25.0,8-24 hrs
7.0,289.0,36.0,33.0,30.0,8-24 hrs
7.0,369.0,17.0,31.0,25.0,8-24 hrs
22.0,189.0,29.0,33.0,25.0,8-24 hrs
19.0,260.0,50.0,36.0,23.0,8-24 hrs
19.0,155.0,12.0,34.0,25.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,246.0,25.0,41.0,23.0,8-24 hrs
19.0,118.0,13.0,50.0,31.0,8-24 hrs
1.0,155.0,12.0,34.0,25.0,8-24 hrs
11.0,225.0,26.0,28.0,24.0,8-24 hrs
11.0,157.0,27.0,29.0,22.0,8-24 hrs
14.0,279.0,5.0,39.0,24.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,118.0,13.0,50.0,31.0,8-24 hrs
13.0,235.0,11.0,37.0,29.0,8-24 hrs
13.0,235.0,20.0,43.0,38.0,8-24 hrs
13.0,179.0,26.0,30.0,19.0,8-24 hrs
13.0,155.0,12.0,34.0,25.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
26.0,260.0,50.0,36.0,23.0,8-24 hrs
23.0,179.0,26.0,30.0,19.0,8-24 hrs
23.0,330.0,16.0,28.0,25.0,8-24 hrs
7.0,289.0,36.0,33.0,30.0,8-24 hrs
7.0,369.0,17.0,31.0,25.0,8-24 hrs
22.0,189.0,29.0,33.0,25.0,8-24 hrs
19.0,260.0,50.0,36.0,23.0,8-24 hrs
19.0,155.0,12.0,34.0,25.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,246.0,25.0,41.0,23.0,8-24 hrs
19.0,118.0,13.0,50.0,31.0,8-24 hrs
1.0,155.0,12.0,34.0,25.0,8-24 hrs
11.0,225.0,26.0,28.0,24.0,8-24 hrs
11.0,157.0,27.0,29.0,22.0,8-24 hrs
14.0,279.0,5.0,39.0,24.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,118.0,13.0,50.0,31.0,8-24 hrs
13.0,235.0,11.0,37.0,29.0,8-24 hrs
13.0,235.0,20.0,43.0,38.0,8-24 hrs
13.0,179.0,26.0,30.0,19.0,8-24 hrs
13.0,155.0,12.0,34.0,25.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
26.0,260.0,50.0,36.0,23.0,8-24 hrs
23.0,179.0,26.0,30.0,19.0,8-24 hrs
23.0,330.0,16.0,28.0,25.0,8-24 hrs
7.0,289.0,36.0,33.0,30.0,8-24 hrs
7.0,369.0,17.0,31.0,25.0,8-24 hrs
22.0,189.0,29.0,33.0,25.0,8-24 hrs
19.0,260.0,50.0,36.0,23.0,8-24 hrs
19.0,155.0,12.0,34.0,25.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,246.0,25.0,41.0,23.0,8-24 hrs
19.0,118.0,13.0,50.0,31.0,8-24 hrs
1.0,155.0,12.0,34.0,25.0,8-24 hrs
11.0,225.0,26.0,28.0,24.0,8-24 hrs
11.0,157.0,27.0,29.0,22.0,8-24 hrs
14.0,279.0,5.0,39.0,24.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,118.0,13.0,50.0,31.0,8-24 hrs
13.0,235.0,11.0,37.0,29.0,8-24 hrs
13.0,235.0,20.0,43.0,38.0,8-24 hrs
13.0,179.0,26.0,30.0,19.0,8-24 hrs
13.0,155.0,12.0,34.0,25.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
26.0,260.0,50.0,36.0,23.0,8-24 hrs
23.0,179.0,26.0,30.0,19.0,8-24 hrs
23.0,330.0,16.0,28.0,25.0,8-24 hrs
7.0,289.0,36.0,33.0,30.0,8-24 hrs
7.0,369.0,17.0,31.0,25.0,8-24 hrs
22.0,189.0,29.0,33.0,25.0,8-24 hrs
19.0,260.0,50.0,36.0,23.0,8-24 hrs
19.0,155.0,12.0,34.0,25.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,246.0,25.0,41.0,23.0,8-24 hrs
19.0,118.0,13.0,50.0,31.0,8-24 hrs
1.0,155.0,12.0,34.0,25.0,8-24 hrs
11.0,225.0,26.0,28.0,24.0,8-24 hrs
11.0,157.0,27.0,29.0,22.0,8-24 hrs
14.0,279.0,5.0,39.0,24.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,118.0,13.0,50.0,31.0,8-24 hrs
13.0,235.0,11.0,37.0,29.0,8-24 hrs
13.0,235.0,20.0,43.0,38.0,8-24 hrs
13.0,179.0,26.0,30.0,19.0,8-24 hrs
13.0,155.0,12.0,34.0,25.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
26.0,260.0,50.0,36.0,23.0,8-24 hrs
23.0,179.0,26.0,30.0,19.0,8-24 hrs
23.0,330.0,16.0,28.0,25.0,8-24 hrs
7.0,289.0,36.0,33.0,30.0,8-24 hrs
7.0,369.0,17.0,31.0,25.0,8-24 hrs
22.0,189.0,29.0,33.0,25.0,8-24 hrs
19.0,260.0,50.0,36.0,23.0,8-24 hrs
19.0,155.0,12.0,34.0,25.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,289.0,36.0,33.0,30.0,8-24 hrs
19.0,246.0,25.0,41.0,23.0,8-24 hrs
19.0,118.0,13.0,50.0,31.0,8-24 hrs
1.0,155.0,12.0,34.0,25.0,8-24 hrs
11.0,225.0,26.0,28.0,24.0,8-24 hrs
11.0,157.0,27.0,29.0,22.0,8-24 hrs
14.0,279.0,5.0,39.0,24.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
10.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,246.0,25.0,41.0,23.0,8-24 hrs
13.0,179.0,51.0,38.0,31.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,289.0,36.0,33.0,30.0,8-24 hrs
13.0,118.0,13.0,50.0,31.0,8-24 hrs
13.0,235.0,11.0,37.0,29.0,8-24 hrs
13.0,235.0,20.0,43.0,38.0,8-24 hrs
13.0,179.0,26.0,30.0,19.0,8-24 hrs
13.0,155.0,12.0,34.0,25.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
28.0,179.0,51.0,38.0,31.0,8-24 hrs
12.0,155.0,12.0,34.0,25.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
12.0,179.0,26.0,30.0,19.0,8-24 hrs
9.0,246.0,25.0,41.0,23.0,8-24 hrs
2.0,330.0,16.0,28.0,25.0,8-24 hrs
